,country,disease,year,week_of_the_year,commodity,metric_tons
11,China,Foot and mouth disease,2018,27,Bulb & Seeds,383
12,China,Foot and mouth disease,2018,27,Bulk Grains,89
13,China,Foot and mouth disease,2018,27,Candy And Confections,6902
14,China,Foot and mouth disease,2018,27,Canned Fish,5168
15,China,Foot and mouth disease,2018,27,Canned Fruit,21895
16,China,Foot and mouth disease,2018,27,Canned Meat,20
17,China,Foot and mouth disease,2018,27,Canned Pineapples,1554
18,China,Foot and mouth disease,2018,27,Canned Vegetables,6295
19,China,Foot and mouth disease,2018,27,"Carrageenin, Chondrus, Viscarin",137
20,China,Foot and mouth disease,2018,27,"Cassava Flour, Starch, Tapioca",99
21,China,Foot and mouth disease,2018,27,Castor Oil,24
22,China,Foot and mouth disease,2018,27,"Chanterelles, Mushrooms",4306
23,China,Foot and mouth disease,2018,27,Cheese,57
24,China,Foot and mouth disease,2018,27,Chewing Gum,174
25,China,Foot and mouth disease,2018,27,"Chilles, Chili Pepper, Hot Peppers",81
26,China,Foot and mouth disease,2018,27,Cigarettes,276
27,China,Foot and mouth disease,2018,27,Citrus Fruit Juices,102
28,China,Foot and mouth disease,2018,27,"Cocoa; Beans,liquor,ovaltine",390
29,China,Foot and mouth disease,2018,27,"Cocoa; Butter,cake,powder,russett",243
30,China,Foot and mouth disease,2018,27,"Coconut, Coconut Milk",340
31,China,Foot and mouth disease,2018,27,Coconut Oil,22
32,China,Foot and mouth disease,2018,27,Cod Liver Oil,0
33,China,Foot and mouth disease,2018,27,Coffee,2601
34,China,Foot and mouth disease,2018,27,"Crawfish, Lobster",2787
35,China,Foot and mouth disease,2018,27,"Crispbread,flatbread,ryethin,rush",25
36,China,Foot and mouth disease,2018,27,Dairy Products,934
37,China,Foot and mouth disease,2018,27,"Dextrose, Glucose (When Sugar)",618
38,China,Foot and mouth disease,2018,27,Edible Nuts,3603
39,China,Foot and mouth disease,2018,27,"Escargot, Snail, Frog Meat & Legs",412
40,China,Foot and mouth disease,2018,27,"Feathers, Down, Hair",1782
41,China,Foot and mouth disease,2018,27,Fish,2725
42,China,Foot and mouth disease,2018,27,"Fish Liver Oil, Plain Cod Oil",211
43,China,Foot and mouth disease,2018,27,Fish Meal,1155
44,China,Foot and mouth disease,2018,27,Fish Oil (Not Liver Or Cod),157
45,China,Foot and mouth disease,2018,27,"Food Casings, Hog Bungs",2058
46,China,Foot and mouth disease,2018,27,Frozen Fish,37738
47,China,Foot and mouth disease,2018,27,Fruit,5055
48,China,Foot and mouth disease,2018,27,"Fungus, Kelp, Marine Plants, Moss",851
49,China,Foot and mouth disease,2018,27,Gin,13
50,China,Foot and mouth disease,2018,27,"Grain Products, Bread, Cereal",1695
51,China,Foot and mouth disease,2018,27,Grocery Items,22566
52,China,Foot and mouth disease,2018,27,Guar Gum,1208
53,China,Foot and mouth disease,2018,27,Gum,52
54,China,Foot and mouth disease,2018,27,"Gum; Acacia,arabic",8
55,China,Foot and mouth disease,2018,27,Herbs & Spices,22945
56,China,Foot and mouth disease,2018,27,Hides And Skins,1096
57,China,Foot and mouth disease,2018,27,Honey,5
58,China,Foot and mouth disease,2018,27,Instant Coffee,1008
59,China,Foot and mouth disease,2018,27,Lanolin,8
60,China,Foot and mouth disease,2018,27,Lard,16
61,China,Foot and mouth disease,2018,27,"Leaves,moss,pollen,roots,veg Prod",877
62,China,Foot and mouth disease,2018,27,Lemons,70
63,China,Foot and mouth disease,2018,27,"Licorice; Extract,root",163
64,China,Foot and mouth disease,2018,27,"Linseed, Flaxseed Oil",111
65,China,Foot and mouth disease,2018,27,Live Animals,17
66,China,Foot and mouth disease,2018,27,Live Plants,503
67,China,Foot and mouth disease,2018,27,Lunchmeat,183
68,China,Foot and mouth disease,2018,27,Mandarin Oranges,2270
69,China,Foot and mouth disease,2018,27,Meat,818
70,China,Foot and mouth disease,2018,27,Millet Seed,27
71,China,Foot and mouth disease,2018,27,"Molasses, Treacle",0
72,China,Foot and mouth disease,2018,27,Niger & Pumpkin Seed,2575
73,China,Foot and mouth disease,2018,27,Octopus,327
74,China,Foot and mouth disease,2018,27,Olive Oil,59
75,China,Foot and mouth disease,2018,27,"Onions, Shallots",1967
76,China,Foot and mouth disease,2018,27,Orange Peel,49
77,China,Foot and mouth disease,2018,27,Oranges,839
78,China,Foot and mouth disease,2018,27,Oysters,73
79,China,Foot and mouth disease,2018,27,Palm Hearts,12
80,China,Foot and mouth disease,2018,27,Palm Oil,58
81,China,Foot and mouth disease,2018,27,"Paprika, Pimenton",891
82,China,Foot and mouth disease,2018,27,Pepper (Spice),436
83,China,Foot and mouth disease,2018,27,Pineapple,240
84,China,Foot and mouth disease,2018,27,"Potato; Dextrine,starch",22
85,China,Foot and mouth disease,2018,27,Poultry,673
86,China,Foot and mouth disease,2018,27,Prune,136
87,China,Foot and mouth disease,2018,27,Raw Cotton,117
88,China,Foot and mouth disease,2018,27,Rice,4175
89,China,Foot and mouth disease,2018,27,"Rosin, Shellac, Terpentine",490
90,China,Foot and mouth disease,2018,27,Rum,11
91,China,Foot and mouth disease,2018,27,"Sake, Rice Wine",279
92,China,Foot and mouth disease,2018,27,Sardines,48
93,China,Foot and mouth disease,2018,27,Scallops,558
94,China,Foot and mouth disease,2018,27,Sesame Oil,102
95,China,Foot and mouth disease,2018,27,"Shrimp, Prawns",7116
96,China,Foot and mouth disease,2018,27,Soybean Oil,25
97,China,Foot and mouth disease,2018,27,Soybeans,14000
98,China,Foot and mouth disease,2018,27,"Starch; Rice, Food (Not Potato)",100
99,China,Foot and mouth disease,2018,27,Sugar,880
100,China,Foot and mouth disease,2018,27,Sunflower Oil,1
101,China,Foot and mouth disease,2018,27,Sunflower Seed,651
102,China,Foot and mouth disease,2018,27,Tea,1931
103,China,Foot and mouth disease,2018,27,Tobacco Products,708
104,China,Foot and mouth disease,2018,27,"Tomatoes, Prepared",982
105,China,Foot and mouth disease,2018,27,Tuna,127
106,China,Foot and mouth disease,2018,27,Tung Oil,51
107,China,Foot and mouth disease,2018,27,Vegetable Oils & Shortenings,2236
108,China,Foot and mouth disease,2018,27,Vegetables,22192
109,China,Foot and mouth disease,2018,27,Wine,10698
0,China,African swine fever,2018,1,"Animal Bone,blood,coral,shell,spong",885
1,China,African swine fever,2018,1,"Animal Feed, Hay",3785
2,China,African swine fever,2018,1,Anise Seed,33
3,China,African swine fever,2018,1,Asparagus,113
4,China,African swine fever,2018,1,Bananas,173
5,China,African swine fever,2018,1,"Beer, Ale",3231
6,China,African swine fever,2018,1,Berries,255
7,China,African swine fever,2018,1,Beverages,42042
8,China,African swine fever,2018,1,"Bitters, Liquor",819
9,China,African swine fever,2018,1,"Bourbon, Scotch, Whiskey",329
10,China,African swine fever,2018,1,"Bristles; Natural,pvc,crude,process",3
11,China,African swine fever,2018,1,Bulb & Seeds,621
12,China,African swine fever,2018,1,Bulk Grains,150
13,China,African swine fever,2018,1,Candy And Confections,6097
14,China,African swine fever,2018,1,Canned Fish,5938
15,China,African swine fever,2018,1,Canned Fruit,28369
16,China,African swine fever,2018,1,"Canned Ham, Pork Shoulders",15
17,China,African swine fever,2018,1,Canned Meat,27
18,China,African swine fever,2018,1,Canned Pineapples,2366
19,China,African swine fever,2018,1,Canned Vegetables,8300
20,China,African swine fever,2018,1,"Carrageenin, Chondrus, Viscarin",113
21,China,African swine fever,2018,1,"Cassava Flour, Starch, Tapioca",366
22,China,African swine fever,2018,1,Castor Oil,93
23,China,African swine fever,2018,1,"Chanterelles, Mushrooms",4055
24,China,African swine fever,2018,1,Cheese,119
25,China,African swine fever,2018,1,Cherries,119
26,China,African swine fever,2018,1,Chewing Gum,304
27,China,African swine fever,2018,1,"Chilles, Chili Pepper, Hot Peppers",82
28,China,African swine fever,2018,1,Cigarettes,168
29,China,African swine fever,2018,1,Citrus Fruit Juices,33
30,China,African swine fever,2018,1,"Cocoa; Beans,liquor,ovaltine",111
31,China,African swine fever,2018,1,"Cocoa; Butter,cake,powder,russett",279
32,China,African swine fever,2018,1,"Coconut, Coconut Milk",210
33,China,African swine fever,2018,1,Coconut Oil,1
34,China,African swine fever,2018,1,Coffee,1384
35,China,African swine fever,2018,1,"Crawfish, Lobster",1694
36,China,African swine fever,2018,1,Dairy Products,2064
37,China,African swine fever,2018,1,"Dextrose, Glucose (When Sugar)",22
38,China,African swine fever,2018,1,Edible Nuts,3913
39,China,African swine fever,2018,1,"Escargot, Snail, Frog Meat & Legs",374
40,China,African swine fever,2018,1,"Feathers, Down, Hair",1336
41,China,African swine fever,2018,1,Fish,4205
42,China,African swine fever,2018,1,"Fish Liver Oil, Plain Cod Oil",353
43,China,African swine fever,2018,1,Fish Meal,960
44,China,African swine fever,2018,1,Fish Oil (Not Liver Or Cod),120
45,China,African swine fever,2018,1,"Food Casings, Hog Bungs",4627
46,China,African swine fever,2018,1,Frozen Fish,46894
47,China,African swine fever,2018,1,Fruit,6250
48,China,African swine fever,2018,1,"Fungus, Kelp, Marine Plants, Moss",801
49,China,African swine fever,2018,1,"Gluten; Dry,wheat",94
50,China,African swine fever,2018,1,"Grain Products, Bread, Cereal",1348
51,China,African swine fever,2018,1,Grapefruit,217
52,China,African swine fever,2018,1,"Grenadine, Syrups (Not Chocolate)",19
53,China,African swine fever,2018,1,Grocery Items,21187
54,China,African swine fever,2018,1,Guar Gum,811
55,China,African swine fever,2018,1,"Gum; Acacia,arabic",25
56,China,African swine fever,2018,1,Herbs & Spices,26340
57,China,African swine fever,2018,1,Hides And Skins,969
58,China,African swine fever,2018,1,Honey,148
59,China,African swine fever,2018,1,Instant Coffee,464
60,China,African swine fever,2018,1,Lanolin,2
61,China,African swine fever,2018,1,"Leaves,moss,pollen,roots,veg Prod",1411
62,China,African swine fever,2018,1,Lemons,40
63,China,African swine fever,2018,1,"Licorice; Extract,root",212
64,China,African swine fever,2018,1,"Linseed, Flaxseed Oil",80
65,China,African swine fever,2018,1,Live Animals,73
66,China,African swine fever,2018,1,Live Plants,503
67,China,African swine fever,2018,1,Lunchmeat,97
68,China,African swine fever,2018,1,Mandarin Oranges,4551
69,China,African swine fever,2018,1,Meat,823
70,China,African swine fever,2018,1,Millet Seed,47
71,China,African swine fever,2018,1,Niger & Pumpkin Seed,2369
72,China,African swine fever,2018,1,Octopus,346
73,China,African swine fever,2018,1,Olive Oil,78
74,China,African swine fever,2018,1,"Onions, Shallots",1249
75,China,African swine fever,2018,1,Orange Peel,37
76,China,African swine fever,2018,1,Oranges,2864
77,China,African swine fever,2018,1,Oysters,120
78,China,African swine fever,2018,1,Palm Hearts,0
79,China,African swine fever,2018,1,"Paprika, Pimenton",1413
80,China,African swine fever,2018,1,Peanut Oil,5
81,China,African swine fever,2018,1,Pepper (Spice),436
82,China,African swine fever,2018,1,Pineapple,263
83,China,African swine fever,2018,1,"Potato; Dextrine,starch",74
84,China,African swine fever,2018,1,Poultry,1348
85,China,African swine fever,2018,1,Prune,94
86,China,African swine fever,2018,1,Raw Cotton,156
87,China,African swine fever,2018,1,Rice,5326
88,China,African swine fever,2018,1,"Rosin, Shellac, Terpentine",415
89,China,African swine fever,2018,1,Rum,33
90,China,African swine fever,2018,1,"Sake, Rice Wine",228
91,China,African swine fever,2018,1,Sardines,127
92,China,African swine fever,2018,1,Scallops,1312
93,China,African swine fever,2018,1,Sesame Oil,142
94,China,African swine fever,2018,1,"Shrimp, Prawns",7789
95,China,African swine fever,2018,1,Soybean Oil,3
96,China,African swine fever,2018,1,Soybeans,10100
97,China,African swine fever,2018,1,"Starch; Rice, Food (Not Potato)",284
98,China,African swine fever,2018,1,Sugar,858
99,China,African swine fever,2018,1,Sunflower Oil,11
100,China,African swine fever,2018,1,Sunflower Seed,524
101,China,African swine fever,2018,1,Tea,2170
102,China,African swine fever,2018,1,Tobacco Products,907
103,China,African swine fever,2018,1,"Tomatoes, Prepared",605
104,China,African swine fever,2018,1,Tuna,1405
105,China,African swine fever,2018,1,Tung Oil,47
106,China,African swine fever,2018,1,Vegetable Oils & Shortenings,2154
107,China,African swine fever,2018,1,Vegetables,17872
108,China,African swine fever,2018,1,Wine,8698
0,China,Influenza - Avian,2019,5,"Animal Bone,blood,coral,shell,spong",652
1,China,Influenza - Avian,2019,5,"Animal Feed, Hay",4153
2,China,Influenza - Avian,2019,5,Anise Seed,162
3,China,Influenza - Avian,2019,5,Asparagus,95
4,China,Influenza - Avian,2019,5,Bananas,729
5,China,Influenza - Avian,2019,5,"Beer, Ale",1599
6,China,Influenza - Avian,2019,5,Berries,354
7,China,Influenza - Avian,2019,5,Beverages,7578
8,China,Influenza - Avian,2019,5,"Bitters, Liquor",1036
9,China,Influenza - Avian,2019,5,"Bourbon, Scotch, Whiskey",128
10,China,Influenza - Avian,2019,5,"Bristles; Natural,pvc,crude,process",6
11,China,Influenza - Avian,2019,5,Bulb & Seeds,991
12,China,Influenza - Avian,2019,5,Bulk Grains,247
13,China,Influenza - Avian,2019,5,Candy And Confections,3703
14,China,Influenza - Avian,2019,5,Canned Fish,3214
15,China,Influenza - Avian,2019,5,Canned Fruit,21462
16,China,Influenza - Avian,2019,5,"Canned Ham, Pork Shoulders",34
17,China,Influenza - Avian,2019,5,Canned Meat,24
18,China,Influenza - Avian,2019,5,Canned Pineapples,851
19,China,Influenza - Avian,2019,5,Canned Vegetables,5619
20,China,Influenza - Avian,2019,5,"Carrageenin, Chondrus, Viscarin",83
21,China,Influenza - Avian,2019,5,"Cassava Flour, Starch, Tapioca",87
22,China,Influenza - Avian,2019,5,"Chanterelles, Mushrooms",3674
23,China,Influenza - Avian,2019,5,Cheese,62
24,China,Influenza - Avian,2019,5,Cherries,1
25,China,Influenza - Avian,2019,5,Chewing Gum,115
26,China,Influenza - Avian,2019,5,"Chilles, Chili Pepper, Hot Peppers",25
27,China,Influenza - Avian,2019,5,Cigarettes,416
28,China,Influenza - Avian,2019,5,Citrus Fruit Juices,344
29,China,Influenza - Avian,2019,5,"Cocoa; Beans,liquor,ovaltine",448
30,China,Influenza - Avian,2019,5,"Cocoa; Butter,cake,powder,russett",632
31,China,Influenza - Avian,2019,5,"Coconut, Coconut Milk",327
32,China,Influenza - Avian,2019,5,Coffee,949
33,China,Influenza - Avian,2019,5,"Crawfish, Lobster",1081
34,China,Influenza - Avian,2019,5,"Crispbread,flatbread,ryethin,rush",24
35,China,Influenza - Avian,2019,5,Dairy Products,1053
36,China,Influenza - Avian,2019,5,"Dextrose, Glucose (When Sugar)",58
37,China,Influenza - Avian,2019,5,Edible Nuts,3729
38,China,Influenza - Avian,2019,5,"Escargot, Snail, Frog Meat & Legs",390
39,China,Influenza - Avian,2019,5,"Feathers, Down, Hair",778
40,China,Influenza - Avian,2019,5,Fish,2644
41,China,Influenza - Avian,2019,5,"Fish Liver Oil, Plain Cod Oil",132
42,China,Influenza - Avian,2019,5,Fish Meal,891
43,China,Influenza - Avian,2019,5,Fish Oil (Not Liver Or Cod),80
44,China,Influenza - Avian,2019,5,"Food Casings, Hog Bungs",1320
45,China,Influenza - Avian,2019,5,Frozen Fish,33319
46,China,Influenza - Avian,2019,5,Fruit,3961
47,China,Influenza - Avian,2019,5,"Fungus, Kelp, Marine Plants, Moss",732
48,China,Influenza - Avian,2019,5,"Gluten; Dry,wheat",17
49,China,Influenza - Avian,2019,5,"Grain Products, Bread, Cereal",2043
50,China,Influenza - Avian,2019,5,Grapefruit,44
51,China,Influenza - Avian,2019,5,Grocery Items,18225
52,China,Influenza - Avian,2019,5,Guar Gum,732
53,China,Influenza - Avian,2019,5,Gum,42
54,China,Influenza - Avian,2019,5,"Gum; Acacia,arabic",25
55,China,Influenza - Avian,2019,5,Herbs & Spices,19735
56,China,Influenza - Avian,2019,5,Hides And Skins,870
57,China,Influenza - Avian,2019,5,Honey,10
58,China,Influenza - Avian,2019,5,Instant Coffee,547
59,China,Influenza - Avian,2019,5,Lanolin,25
60,China,Influenza - Avian,2019,5,Lard,9
61,China,Influenza - Avian,2019,5,"Leaves,moss,pollen,roots,veg Prod",896
62,China,Influenza - Avian,2019,5,Lemons,66
63,China,Influenza - Avian,2019,5,"Licorice; Extract,root",58
64,China,Influenza - Avian,2019,5,"Linseed, Flaxseed Oil",37
65,China,Influenza - Avian,2019,5,Live Plants,572
66,China,Influenza - Avian,2019,5,Lunchmeat,106
67,China,Influenza - Avian,2019,5,Mandarin Oranges,2186
68,China,Influenza - Avian,2019,5,Meat,1024
69,China,Influenza - Avian,2019,5,Millet Seed,15
70,China,Influenza - Avian,2019,5,Niger & Pumpkin Seed,1400
71,China,Influenza - Avian,2019,5,Octopus,291
72,China,Influenza - Avian,2019,5,Olive Oil,107
73,China,Influenza - Avian,2019,5,"Onions, Shallots",1442
74,China,Influenza - Avian,2019,5,Orange Peel,14
75,China,Influenza - Avian,2019,5,Oranges,1949
76,China,Influenza - Avian,2019,5,Oysters,103
77,China,Influenza - Avian,2019,5,Palm Hearts,2
78,China,Influenza - Avian,2019,5,"Paprika, Pimenton",2058
79,China,Influenza - Avian,2019,5,Peanut Oil,14
80,China,Influenza - Avian,2019,5,Pepper (Spice),541
81,China,Influenza - Avian,2019,5,Pineapple,279
82,China,Influenza - Avian,2019,5,"Potato; Dextrine,starch",58
83,China,Influenza - Avian,2019,5,Poultry,1294
84,China,Influenza - Avian,2019,5,Prune,138
85,China,Influenza - Avian,2019,5,Rapeseed Oil,1
86,China,Influenza - Avian,2019,5,Raw Cotton,92
87,China,Influenza - Avian,2019,5,Rice,3932
88,China,Influenza - Avian,2019,5,"Rosin, Shellac, Terpentine",168
89,China,Influenza - Avian,2019,5,Rum,190
90,China,Influenza - Avian,2019,5,"Sake, Rice Wine",132
91,China,Influenza - Avian,2019,5,Sardines,33
92,China,Influenza - Avian,2019,5,Scallops,1064
93,China,Influenza - Avian,2019,5,Sesame Oil,35
94,China,Influenza - Avian,2019,5,"Shrimp, Prawns",4681
95,China,Influenza - Avian,2019,5,Soybean Oil,114
96,China,Influenza - Avian,2019,5,Soybeans,5461
97,China,Influenza - Avian,2019,5,"Starch; Rice, Food (Not Potato)",89
98,China,Influenza - Avian,2019,5,Sugar,333
99,China,Influenza - Avian,2019,5,Sunflower Oil,12
100,China,Influenza - Avian,2019,5,Sunflower Seed,444
101,China,Influenza - Avian,2019,5,Tea,2039
102,China,Influenza - Avian,2019,5,Tobacco Products,463
103,China,Influenza - Avian,2019,5,"Tomatoes, Prepared",242
104,China,Influenza - Avian,2019,5,Tuna,140
105,China,Influenza - Avian,2019,5,Tung Oil,110
106,China,Influenza - Avian,2019,5,Vegetable Oils & Shortenings,2103
107,China,Influenza - Avian,2019,5,Vegetables,14055
108,China,Influenza - Avian,2019,5,Wine,8614
0,China,Peste des petits ruminants,2018,9,"Animal Bone,blood,coral,shell,spong",563
1,China,Peste des petits ruminants,2018,9,"Animal Feed, Hay",2808
2,China,Peste des petits ruminants,2018,9,Anise Seed,11
3,China,Peste des petits ruminants,2018,9,Artichokes,0
4,China,Peste des petits ruminants,2018,9,Bananas,158
5,China,Peste des petits ruminants,2018,9,"Beer, Ale",2546
6,China,Peste des petits ruminants,2018,9,Berries,411
7,China,Peste des petits ruminants,2018,9,Beverages,42730
